date_time,load,is_holiday,holiday_type,national_event_type,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,forecasted_load
2023-01-02 02:00:00+00:00,923,0,0,0,16,0,85,0,349,0,1019,1,1074
2023-01-02 03:00:00+00:00,993,0,0,0,19.6,0,62,0,0,0,1020.8,1,1076
2023-01-02 04:00:00+00:00,884,0,0,0,18.9,0,70,0,358,0,1019.5,1,1025
2023-01-02 05:00:00+00:00,881,0,0,0,20.5,0,62,0,347,1.8,1019.3,1,993
2023-01-02 06:00:00+00:00,814,0,0,0,24,0,47,0,0,0,1019.8,1,965
2023-01-02 07:00:00+00:00,758,0,0,0,22.8,0,52,0,321,3.7,1018.2,1,772
2023-01-02 08:00:00+00:00,718,0,0,0,23.6,0,48,0,311,3.7,1017.3,1,756
2023-01-02 09:00:00+00:00,692,0,0,0,26,0,39,0,0,0,1017.5,1,725
2023-01-02 10:00:00+00:00,682,0,0,0,23.9,0,46,0,300,0,1017.4,1,701
2023-01-02 11:00:00+00:00,664,0,0,0,22,0,55,0,296,0,1017.3,1,686
2023-01-02 12:00:00+00:00,668,0,0,0,19.7,0,65,0,0,0,1018.3,1,717
2023-01-02 13:00:00+00:00,710,0,0,0,19.2,0,69,0,263,0,1017.8,1,757
2023-01-02 14:00:00+00:00,771,0,0,0,18.4,0,74,0,249,0,1018.3,1,821
2023-01-02 15:00:00+00:00,920,0,0,0,17,0,82,0,0,0,1020,1,913
2023-01-02 16:00:00+00:00,982,0,0,0,16.7,0,81,0,298,0,1019.3,1,1052
2023-01-02 17:00:00+00:00,1036,0,0,0,16.4,0,81,0,5,0,1019.2,1,1087
2023-01-02 18:00:00+00:00,1087,0,0,0,16.2,0,81,0,340,0,1019.1,1,1130
2023-01-02 19:00:00+00:00,1104,0,0,0,15.7,0,83,0,337,0,1018.8,1,1177
2023-01-02 20:00:00+00:00,1053,0,0,0,15.3,0,84,0,335,0,1018.5,1,1134
2023-01-02 21:00:00+00:00,1052,0,0,0,15.5,0,97,0,0,0,1019.4,1,1140
2023-01-02 22:00:00+00:00,1037,0,0,0,14.3,0,88,0,331,0,1018.5,1,1121
2023-01-02 23:00:00+00:00,1030,0,0,0,13.9,0,92,0,33,0,1018.2,1,1147
2023-01-03 00:00:00+00:00,1052,0,0,0,14.7,0,96,0,0,0,1018.7,1,1150
2023-01-03 01:00:00+00:00,1024,0,0,0,14.8,0,88,0,322,0,1018.7,1,1134
2023-01-03 02:00:00+00:00,981,0,0,0,16.2,0,81,0,323,0,1019.5,1,1068
2023-01-03 03:00:00+00:00,955,0,0,0,16,0,88,0,260,3.6,1021.7,1,1040
2023-01-03 04:00:00+00:00,915,0,0,0,19.3,0,66,0,351,1.8,1019.9,1,1005
2023-01-03 05:00:00+00:00,897,0,0,0,21,0,59,0,347,1.8,1019.5,1,995
2023-01-03 06:00:00+00:00,855,0,0,0,18.3,0,76,0,240,3.6,1020.5,1,880
2023-01-03 07:00:00+00:00,811,0,0,0,23.5,0,49,0,327,1.8,1018,1,796
2023-01-03 08:00:00+00:00,774,0,0,0,24.2,0,46,0,313,1.8,1017,1,754
2023-01-03 09:00:00+00:00,745,0,0,0,24.9,0,43,0,300,3.7,1015.9,1,726
2023-01-03 10:00:00+00:00,727,0,0,0,20.7,0,61,0,280,1.8,1016.9,2,716
2023-01-03 11:00:00+00:00,716,0,0,0,19.5,0,67,0,284,1.8,1016.7,1,698
2023-01-03 12:00:00+00:00,733,0,0,0,17.2,0,87,0,270,3.6,1017.8,1,702
2023-01-03 13:00:00+00:00,770,0,0,0,17.8,0,77,0,286,0,1017,1,746
2023-01-03 14:00:00+00:00,848,0,0,0,17.3,0,79,0,293,0,1017.5,1,810
2023-01-03 15:00:00+00:00,965,0,0,0,15.4,0,86,0,0,0,1019.3,1,966
2023-01-03 16:00:00+00:00,1044,0,0,0,15.2,0,92,0,290,1.8,1018.5,1,1031
2023-01-03 17:00:00+00:00,1069,0,0,0,15.3,0,90,0,293,1.8,1018.5,1,1088
2023-01-03 18:00:00+00:00,1112,0,0,0,15,0,94,0,0,0,1019.5,1,1142
2023-01-03 19:00:00+00:00,1141,0,0,0,15,0,90,0,297,1.8,1018.3,1,1170
2023-01-03 20:00:00+00:00,1083,0,0,0,14.8,0,91,0,297,1.8,1018,1,1110
2023-01-03 21:00:00+00:00,1064,0,0,0,14.6,0,96,0,0,0,1018.6,1,1060
2023-01-03 22:00:00+00:00,1060,0,0,0,14.4,0,94,0,287,0,1018.4,1,1040
2023-01-03 23:00:00+00:00,1067,0,0,0,13.9,0,96,0,281,0,1018.1,1,1050
2023-01-04 00:00:00+00:00,1066,0,0,0,14.2,0,92,0,0,0,1019.1,1,1095
2023-01-04 01:00:00+00:00,1033,0,0,0,14.4,0,93,0,314,0,1018.5,1,1100
2023-01-04 02:00:00+00:00,1000,0,0,0,15.3,0,89,0,345,1.8,1019.2,1,970
2023-01-04 03:00:00+00:00,970,0,0,0,16.2,0,85,0,346,1.8,1019.8,1,940
2023-01-04 04:00:00+00:00,918,0,0,0,17.4,0,77,0,327,1.8,1019.5,1,930
2023-01-04 05:00:00+00:00,877,0,0,0,18.6,0,71,0,323,1.8,1019.2,1,925
2023-01-04 06:00:00+00:00,861,0,0,0,15.4,0,86,0,0,0,1020.5,1,900
2023-01-04 07:00:00+00:00,799,0,0,0,20.8,0,60,0,310,3.7,1017.8,1,850
2023-01-04 08:00:00+00:00,756,0,0,0,21.7,0,56,0,299,3.7,1016.8,1,812
2023-01-04 09:00:00+00:00,723,0,0,0,22.7,0,53,0,290,3.7,1015.8,1,782
2023-01-04 10:00:00+00:00,689,0,0,0,18.2,0,74,0,274,1.8,1017,1,763
2023-01-04 11:00:00+00:00,697,0,0,0,17.5,0,78,0,286,1.8,1016.7,1,750
2023-01-04 12:00:00+00:00,730,0,0,0,15.2,0,87,0,270,3.6,1017.4,1,770
2023-01-04 13:00:00+00:00,771,0,0,0,16.7,0,85,0,309,1.8,1016.7,1,808
2023-01-04 14:00:00+00:00,872,0,0,0,16.5,0,87,0,325,0,1017.1,1,890
2023-01-04 15:00:00+00:00,986,0,0,0,14.7,0,90,0,270,3.6,1019,1,1014
2023-01-04 16:00:00+00:00,1065,0,0,0,14.3,0,93,0,278,1.8,1018,1,1097
2023-01-04 17:00:00+00:00,1111,0,0,0,14.4,0,92,0,285,1.8,1018.1,1,1122
2023-01-04 18:00:00+00:00,1150,0,0,0,14.2,0,92,0,270,3.6,1019.3,1,1167
2023-01-04 19:00:00+00:00,1177,0,0,0,14.3,0,93,0,293,1.8,1017.9,5,1195
2023-01-04 20:00:00+00:00,1116,0,0,0,14.1,0,94,0,292,1.8,1017.6,5,1135
2023-01-04 21:00:00+00:00,1104,0,0,0,13.5,0,91,0,270,3.6,1018.6,5,1105
2023-01-04 22:00:00+00:00,1097,0,0,0,13.4,0,96,0,279,1.8,1018.1,4,1090
2023-01-04 23:00:00+00:00,1116,0,0,0,13.2,0,96,0,281,1.8,1018.1,1,1082
2023-01-05 00:00:00+00:00,1120,0,0,0,12.7,0,96,0,270,3.6,1018.9,1,1104
2023-01-05 01:00:00+00:00,1111,0,0,0,13.7,0,94,0,297,1.8,1018.7,1,1075
2023-01-05 02:00:00+00:00,1053,0,0,0,14.4,0,91,0,314,1.8,1019.4,1,1030
2023-01-05 03:00:00+00:00,1020,0,0,0,13.8,0,95,0,0,0,1021.8,1,1002
2023-01-05 04:00:00+00:00,985,0,0,0,16.1,0,78,0,302,1.8,1020,1,961
2023-01-05 05:00:00+00:00,933,0,0,0,17.2,0,73,0,309,1.8,1019.7,1,942
2023-01-05 06:00:00+00:00,880,0,0,0,15.2,0,87,0,240,3.6,1021,1,885
2023-01-05 07:00:00+00:00,831,0,0,0,19.5,0,63,0,308,3.7,1018.4,1,838
2023-01-05 08:00:00+00:00,772,0,0,0,20.7,0,58,0,300,3.7,1017.4,1,794
2023-01-05 09:00:00+00:00,722,0,0,0,19.5,0,66,0,240,3.6,1017.8,1,760
2023-01-05 10:00:00+00:00,724,0,0,0,17.9,0,74,0,273,3.7,1017.4,2,723
2023-01-05 11:00:00+00:00,718,0,0,0,17.2,0,79,0,287,3.7,1017.3,2,731
2023-01-05 12:00:00+00:00,749,0,0,0,17.5,0,80,0,270,3.6,1017.8,2,767
2023-01-05 13:00:00+00:00,774,0,0,0,16.5,0,85,0,305,1.8,1017.4,1,810
2023-01-05 14:00:00+00:00,856,0,0,0,16.5,0,86,0,306,1.8,1017.7,1,885
2023-01-05 15:00:00+00:00,957,0,0,0,15,0,82,0,0,0,1019.4,1,1015
2023-01-05 16:00:00+00:00,1064,0,0,0,15.8,0,89,0,302,1.8,1018.1,1,1090
2023-01-05 17:00:00+00:00,1099,0,0,0,15.1,0,93,0,299,3.7,1018.1,1,1130
2023-01-05 18:00:00+00:00,1166,0,0,0,14.6,0,90,0,270,5.4,1019.1,1,1190
2023-01-05 19:00:00+00:00,1135,0,0,0,14.4,0,96,0,295,3.7,1017.8,1,1198
2023-01-05 20:00:00+00:00,1120,0,0,0,14.3,0,96,0,292,3.7,1017.5,1,1120
2023-01-05 21:00:00+00:00,1105,0,0,0,13.5,0,85,0,270,5.4,1017.9,1,1100
2023-01-05 22:00:00+00:00,1071,0,0,0,13.8,0,93,0,275,1.8,1018.1,1,1095
2023-01-05 23:00:00+00:00,1069,0,0,0,13.7,0,92,0,276,3.7,1017.9,1,1090
2023-01-06 00:00:00+00:00,1079,0,0,0,12.4,0,91,0,270,5.4,1018.3,1,1085
2023-01-06 01:00:00+00:00,1083,0,0,0,13.8,0,91,0,279,1.8,1018.3,1,1045
2023-01-06 02:00:00+00:00,1044,0,0,0,14.1,0,91,0,282,1.8,1019,1,1030
2023-01-06 03:00:00+00:00,976,0,0,0,12.5,0,94,0,270,7.2,1020.7,5,1040
2023-01-06 04:00:00+00:00,953,0,0,0,15.1,0,82,0,286,1.8,1019.3,1,980
2023-01-06 05:00:00+00:00,938,0,0,0,16.3,0,77,0,290,1.8,1019,1,930
2023-01-06 06:00:00+00:00,911,0,0,0,14.7,0,90,0,270,5.4,1019.6,1,900
2023-01-06 07:00:00+00:00,840,0,0,0,18.8,0,66,0,292,3.7,1017.7,1,880
2023-01-06 08:00:00+00:00,801,0,0,0,20,0,61,0,290,3.7,1016.7,1,815
2023-01-06 09:00:00+00:00,767,0,0,0,18.2,0,72,0,240,3.6,1016.7,1,770
2023-01-06 10:00:00+00:00,736,0,0,0,17.8,0,74,0,270,3.7,1016.3,1,765
2023-01-06 11:00:00+00:00,731,0,0,0,17.1,0,80,0,277,3.7,1016.1,1,760
2023-01-06 12:00:00+00:00,727,0,0,0,16.4,0,80,0,0,0,1017.3,1,797
2023-01-06 13:00:00+00:00,745,0,0,0,16.4,0,87,0,289,1.8,1016.4,1,800
2023-01-06 14:00:00+00:00,731,0,0,0,16.3,0,86,0,293,1.8,1016.9,1,820
2023-01-06 15:00:00+00:00,818,0,0,0,14.7,0,96,0,0,0,1018.9,1,890
2023-01-06 16:00:00+00:00,920,0,0,0,15,0,86,0,315,1.8,1017.9,1,940
2023-01-06 17:00:00+00:00,970,0,0,0,14.7,0,89,0,291,1.8,1017.9,1,1002
2023-01-06 18:00:00+00:00,1007,0,0,0,14,0,94,0,0,0,1019,1,1060
2023-01-06 19:00:00+00:00,1038,0,0,0,14.3,0,93,0,282,1.8,1017.5,1,1062
2023-01-06 20:00:00+00:00,947,0,0,0,14.2,0,93,0,282,1.8,1017.1,1,1000
2023-01-06 21:00:00+00:00,901,0,0,0,12.7,0,96,0,0,0,1017.1,1,1010
2023-01-06 22:00:00+00:00,875,0,0,0,13.8,0,94,0,278,0,1017.6,1,990
2023-01-06 23:00:00+00:00,888,0,0,0,13.5,0,95,0,275,0,1017.1,1,980
2023-01-07 00:00:00+00:00,907,0,0,0,11.7,0,96,0,0,0,1017.4,5,1000
2023-01-07 01:00:00+00:00,922,0,0,0,13.6,0,95,0,297,1.8,1017.1,5,1008
2023-01-07 02:00:00+00:00,889,0,0,0,13.9,0,95,0,286,1.8,1017.6,5,992
2023-01-07 03:00:00+00:00,888,0,0,0,12.6,0,100,0,0,0,1019.6,5,982
2023-01-07 04:00:00+00:00,880,0,0,0,15.3,0,85,0,289,0,1017.6,5,970
2023-01-07 05:00:00+00:00,858,0,0,0,16.3,0,79,0,302,1.8,1017.2,5,920
2023-01-07 06:00:00+00:00,818,0,0,0,14.2,0,87,0,0,0,1018.1,1,920
2023-01-07 07:00:00+00:00,750,0,0,0,18.6,0,69,0,300,3.7,1015.7,1,878
2023-01-07 08:00:00+00:00,716,0,0,0,19.8,0,64,0,289,1.8,1014.7,1,800
2023-01-07 09:00:00+00:00,685,0,0,0,21,0,61,0,275,1.8,1013.7,1,760
2023-01-07 10:00:00+00:00,653,0,0,0,17.4,0,76,0,265,1.8,1014.4,1,758
2023-01-07 11:00:00+00:00,664,0,0,0,16.9,0,83,0,286,1.8,1014.1,1,750
2023-01-07 12:00:00+00:00,682,0,0,0,14.3,0,92,0,240,3.6,1015.4,1,780
2023-01-07 13:00:00+00:00,723,0,0,0,16.3,0,90,0,307,1.8,1014.2,1,795
2023-01-07 14:00:00+00:00,740,0,0,0,16.3,0,90,0,310,1.8,1014.7,5,840
2023-01-07 15:00:00+00:00,723,0,0,0,14,0,94,0,0,0,1016.7,5,935
2023-01-07 16:00:00+00:00,857,0,0,0,14.1,0,100,0,253,1.8,1015.6,5,1020
2023-01-07 17:00:00+00:00,1017,0,0,0,14.2,0,99,0,288,0,1015.5,5,1087
2023-01-07 18:00:00+00:00,1076,0,0,0,12.5,0,91,0,0,0,1016.7,1,1102
2023-01-07 19:00:00+00:00,1107,0,0,0,14.3,0,100,0,280,0,1015.1,5,1118
2023-01-07 20:00:00+00:00,1062,0,0,0,14.4,0,100,0,274,0,1014.8,5,1098
2023-01-07 21:00:00+00:00,1053,0,0,0,12.5,0,97,0,0,0,1016.3,5,1094
2023-01-07 22:00:00+00:00,1055,0,0,0,13.7,0,100,0,272,0,1015.3,5,1065
2023-01-07 23:00:00+00:00,1049,0,0,0,13.3,0,98,0,271,0,1015.1,5,1070
2023-01-08 00:00:00+00:00,1065,0,0,0,12.5,0,100,0,0,0,1016.4,5,1086
2023-01-08 01:00:00+00:00,1037,0,0,0,13.7,0,96,0,270,0,1015.6,5,1063
2023-01-08 02:00:00+00:00,997,0,0,0,14.4,0,96,0,189,1.8,1016.3,5,1032
2023-01-08 03:00:00+00:00,982,0,0,0,15,0,96,0,191,1.8,1016.9,5,980
2023-01-08 04:00:00+00:00,933,0,0,0,16.1,0,87,0,216,1.8,1016.6,5,940
2023-01-08 05:00:00+00:00,916,0,0,0,17.1,0,80,0,310,1.8,1016.3,5,935
2023-01-08 06:00:00+00:00,851,0,0,0,16.9,0,83,0,0,0,1017.6,5,930
2023-01-08 07:00:00+00:00,765,0,0,0,19.6,0,67,0,327,1.8,1015.2,5,872
2023-01-08 08:00:00+00:00,744,0,0,0,21.1,0,62,0,314,1.8,1014.5,1,810
2023-01-08 09:00:00+00:00,698,0,0,0,20.6,0,70,0,0,0,1014.8,1,758
2023-01-08 10:00:00+00:00,690,0,0,0,18.9,0,75,0,267,1.8,1014.3,2,760
2023-01-08 11:00:00+00:00,677,0,0,0,18.1,0,84,0,315,1.8,1014.3,1,753
2023-01-08 12:00:00+00:00,693,0,0,0,17.7,0,84,0,0,0,1015.2,1,786
2023-01-08 13:00:00+00:00,733,0,0,0,17.3,0,93,0,341,1.8,1014.8,1,813
2023-01-08 14:00:00+00:00,805,0,0,0,17.3,0,92,0,344,1.8,1015.4,1,900
2023-01-08 15:00:00+00:00,920,0,0,0,15.7,0,96,0,0,0,1017.1,1,1005
2023-01-08 16:00:00+00:00,1025,0,0,0,15.9,0,99,0,335,0,1016.4,5,1117
2023-01-08 17:00:00+00:00,1075,0,0,0,15.5,0,98,0,325,0,1016.5,5,1154
2023-01-08 18:00:00+00:00,1133,0,0,0,16,0,94,0,0,0,1017.2,1,1220
2023-01-08 19:00:00+00:00,1145,0,0,0,15,0,99,0,314,0,1016.2,5,1225
2023-01-08 20:00:00+00:00,1100,0,0,0,14.9,0,100,0,312,0,1016,5,1150
2023-01-08 21:00:00+00:00,1098,0,0,0,15.2,0,87,0,0,0,1016.5,5,1140
2023-01-08 22:00:00+00:00,1071,0,0,0,15.2,0,99,0,268,0,1016.3,5,1130
2023-01-08 23:00:00+00:00,1077,0,0,0,14.9,0,97,0,271,0,1016.2,5,1160
2023-01-09 00:00:00+00:00,1093,0,0,0,13.8,0,89,0,0,0,1016.9,5,1165
2023-01-09 01:00:00+00:00,1076,0,0,0,15,0,94,0,343,0,1016.8,5,1155
2023-01-09 02:00:00+00:00,1037,0,0,0,15.5,0,93,0,345,0,1017.6,5,1100
2023-01-09 03:00:00+00:00,1006,0,0,0,17.2,0,72,0,330,3.6,1019.5,5,1050
2023-01-09 04:00:00+00:00,987,0,0,0,17.5,0,76,0,343,1.8,1018.1,1,1030
2023-01-09 05:00:00+00:00,955,0,0,0,18.6,0,71,0,335,1.8,1017.8,1,970
2023-01-09 06:00:00+00:00,873,0,0,0,24.2,0,50,0,0,0,1017.9,1,956
2023-01-09 07:00:00+00:00,799,0,0,0,21.2,0,59,0,317,1.8,1016.6,1,805
2023-01-09 08:00:00+00:00,738,0,0,0,22.7,0,53,0,310,1.8,1015.7,1,781
2023-01-09 09:00:00+00:00,701,0,0,0,28,0,45,0,330,3.6,1015.3,1,733
2023-01-09 10:00:00+00:00,693,0,0,0,23.8,0,51,0,283,1.8,1015,1,724
2023-01-09 11:00:00+00:00,676,0,0,0,22.3,0,61,0,293,1.8,1015,1,711
2023-01-09 12:00:00+00:00,701,0,0,0,20.7,0,70,0,0,0,1015.7,1,728
2023-01-09 13:00:00+00:00,726,0,0,0,20.1,0,75,0,312,0,1015.6,1,770
2023-01-09 14:00:00+00:00,825,0,0,0,19.4,0,76,0,305,0,1016.1,1,845
2023-01-09 15:00:00+00:00,936,0,0,0,18.7,0,78,0,317,0,1016.6,1,966
2023-01-09 16:00:00+00:00,1034,0,0,0,18.1,0,80,0,323,0,1016.8,1,1076
2023-01-09 17:00:00+00:00,1075,0,0,0,17.6,0,82,0,320,0,1016.7,1,1128
2023-01-09 18:00:00+00:00,1082,0,0,0,17.7,0,84,0,0,0,1016.9,1,1190
2023-01-09 19:00:00+00:00,1068,0,0,0,16.8,0,86,0,314,0,1016.2,1,1192
2023-01-09 20:00:00+00:00,911,0,0,0,16.4,0,88,0,311,0,1015.9,1,1176
2023-01-09 21:00:00+00:00,978,0,0,0,16.5,0,80,0,0,0,1016,1,1160
2023-01-09 22:00:00+00:00,1018,0,0,0,16,0,89,0,279,1.8,1015.8,1,1125
2023-01-09 23:00:00+00:00,1018,0,0,0,15.7,0,90,0,292,1.8,1015.6,1,1123
2023-01-10 00:00:00+00:00,936,0,0,0,16.1,0,77,0,270,3.6,1016.4,1,1133
2023-01-10 01:00:00+00:00,917,0,0,0,15.8,0,87,0,315,0,1016.1,1,1137
2023-01-10 02:00:00+00:00,874,0,0,0,16.1,0,85,0,338,1.8,1016.7,1,1097
2023-01-10 03:00:00+00:00,834,0,0,0,19,0,64,0,0,0,1018.4,1,1025
2023-01-10 04:00:00+00:00,980,0,0,0,19.1,0,66,0,304,1.8,1017.1,1,1000
2023-01-10 05:00:00+00:00,922,0,0,0,20.7,0,59,0,302,1.8,1016.7,1,985
2023-01-10 06:00:00+00:00,857,0,0,0,26.7,0,43,0,0,0,1016.5,1,917
2023-01-10 07:00:00+00:00,792,0,0,0,23.4,0,49,0,293,1.8,1015.4,1,840
2023-01-10 08:00:00+00:00,736,0,0,0,24.5,0,45,0,287,1.8,1014.4,1,775
2023-01-10 09:00:00+00:00,713,0,0,0,25.6,0,42,0,282,1.8,1013.5,1,736
2023-01-10 10:00:00+00:00,708,0,0,0,25.8,0,43,0,278,1.8,1013.3,1,728
2023-01-10 11:00:00+00:00,699,0,0,0,23.9,0,52,0,276,1.8,1013.3,1,710
2023-01-10 12:00:00+00:00,703,0,0,0,22.5,0,63,0,0,0,1013.7,1,736
2023-01-10 13:00:00+00:00,764,0,0,0,20.9,0,65,0,277,1.8,1013.6,1,762
2023-01-10 14:00:00+00:00,835,0,0,0,19.8,0,67,0,280,1.8,1013.9,1,866
2023-01-10 15:00:00+00:00,947,0,0,0,18.7,0,70,0,284,1.8,1014.1,1,983
2023-01-10 16:00:00+00:00,1018,0,0,0,18.3,0,71,0,293,1.8,1014.3,1,1086
2023-01-10 17:00:00+00:00,1070,0,0,0,17.8,0,73,0,298,1.8,1014.6,1,1130
2023-01-10 18:00:00+00:00,1116,0,0,0,18.6,0,66,0,0,0,1015,1,1195
2023-01-10 19:00:00+00:00,1118,0,0,0,17,0,76,0,300,1.8,1014.4,1,1198
2023-01-10 20:00:00+00:00,1080,0,0,0,16.6,0,78,0,298,1.8,1014,1,1155
2023-01-10 21:00:00+00:00,1097,0,0,0,17,0,68,0,300,3.6,1014.5,1,1153
2023-01-10 22:00:00+00:00,1089,0,0,0,15.9,0,83,0,289,0,1013.9,1,1125
2023-01-10 23:00:00+00:00,1063,0,0,0,15.5,0,82,0,284,0,1013.9,1,1131
2023-01-11 00:00:00+00:00,1093,0,0,0,15,0,77,0,0,0,1014.6,1,1148
2023-01-11 01:00:00+00:00,1076,0,0,0,15.5,0,80,0,340,1.8,1014.4,1,1130
2023-01-11 02:00:00+00:00,1034,0,0,0,16,0,79,0,347,1.8,1014.9,1,1090
2023-01-11 03:00:00+00:00,1003,0,0,0,16.6,0,77,0,350,1.8,1015.4,1,1056
2023-01-11 04:00:00+00:00,965,0,0,0,18.9,0,61,0,318,1.8,1015.6,1,1036
2023-01-11 05:00:00+00:00,930,0,0,0,20.7,0,54,0,311,1.8,1015.2,1,1003
2023-01-11 06:00:00+00:00,919,0,0,0,24.1,0,31,0,290,5.4,1015.4,1,900
2023-01-11 07:00:00+00:00,826,0,0,0,23.4,0,45,0,294,1.8,1013.9,1,832
2023-01-11 08:00:00+00:00,798,0,0,0,24.3,0,42,0,286,1.8,1012.9,1,773
2023-01-11 09:00:00+00:00,757,0,0,0,25,0,30,0,340,3.6,1012.5,1,748
2023-01-11 10:00:00+00:00,753,0,0,0,24.4,0,35,0,274,3.7,1012,1,743
2023-01-11 11:00:00+00:00,748,0,0,0,22.8,0,43,0,274,1.8,1012,1,734
2023-01-11 12:00:00+00:00,776,0,0,0,20.2,0,52,0,0,0,1012.2,1,738
2023-01-11 13:00:00+00:00,798,0,0,0,20.1,0,56,0,276,1.8,1012.5,1,802
2023-01-11 14:00:00+00:00,867,0,0,0,19.1,0,60,0,281,1.8,1013,1,877
2023-01-11 15:00:00+00:00,981,0,0,0,18,0,52,0,0,0,1014.6,1,994
2023-01-11 16:00:00+00:00,1067,0,0,0,17.2,0,66,0,307,1.8,1014,1,1070
2023-01-11 17:00:00+00:00,1103,0,0,0,16.8,0,68,0,286,1.8,1013.8,1,1123
2023-01-11 18:00:00+00:00,1118,0,0,0,16.2,0,58,0,0,0,1014.3,1,1180
2023-01-11 19:00:00+00:00,1143,0,0,0,16,0,73,0,281,1.8,1013.3,1,1190
2023-01-11 20:00:00+00:00,1098,0,0,0,15.7,0,76,0,283,1.8,1012.9,1,1095
2023-01-11 21:00:00+00:00,1101,0,0,0,14.5,0,74,0,0,0,1013.3,1,1120
2023-01-11 22:00:00+00:00,1093,0,0,0,14.9,0,79,0,279,0,1012.5,1,1130
2023-01-11 23:00:00+00:00,1083,0,0,0,14.4,0,79,0,269,1.8,1012.5,1,1134
2023-01-12 00:00:00+00:00,1118,0,0,0,12.7,0,96,0,0,0,1013.2,1,1188
2023-01-12 01:00:00+00:00,1108,0,0,0,14.5,0,78,0,316,1.8,1013,1,1173
2023-01-12 02:00:00+00:00,1069,0,0,0,15.2,0,77,0,319,0,1013.6,1,1112
2023-01-12 03:00:00+00:00,1025,0,0,0,15.5,0,80,0,0,0,1015,1,1074
2023-01-12 04:00:00+00:00,996,0,0,0,17.7,0,62,0,316,1.8,1014.4,1,1030
2023-01-12 05:00:00+00:00,954,0,0,0,19.5,0,55,0,298,1.8,1013.9,1,968
2023-01-12 06:00:00+00:00,899,0,0,0,20.8,0,57,0,0,0,1013.7,1,965
2023-01-12 07:00:00+00:00,813,0,0,0,22.2,0,45,0,270,1.8,1012.7,1,867
2023-01-12 08:00:00+00:00,766,0,0,0,23.1,0,42,0,254,1.8,1011.8,1,838
2023-01-12 09:00:00+00:00,758,0,0,0,23,0,44,0,240,3.6,1011.2,1,795
2023-01-12 10:00:00+00:00,715,0,0,0,22.1,0,49,0,253,1.8,1010.9,1,790
2023-01-12 11:00:00+00:00,716,0,0,0,20.6,0,56,0,259,1.8,1010.8,1,785
2023-01-12 12:00:00+00:00,739,0,0,0,18.2,0,59,0,0,0,1011.4,1,815
2023-01-12 13:00:00+00:00,819,0,0,0,18.4,0,67,0,239,0,1011.3,1,838
2023-01-12 14:00:00+00:00,885,0,0,0,17.7,0,70,0,245,0,1012,1,910
2023-01-12 15:00:00+00:00,971,0,0,0,14.5,0,70,0,0,0,1013.4,1,1030
2023-01-12 16:00:00+00:00,1083,0,0,0,15.2,0,75,0,304,0,1013,1,1120
2023-01-12 17:00:00+00:00,1125,0,0,0,14.9,0,77,0,253,0,1013.1,1,1174
2023-01-12 18:00:00+00:00,1160,0,0,0,13,0,88,0,0,0,1014,1,1190
2023-01-12 19:00:00+00:00,1171,0,0,0,14.2,0,82,0,249,0,1012.9,1,1185
2023-01-12 20:00:00+00:00,1126,0,0,0,13.8,0,85,0,310,0,1012.6,1,1134
2023-01-12 21:00:00+00:00,1128,0,0,0,12.6,0,90,0,0,0,1013.3,1,1152
